X,Y,Goal,Distance,Angle
90.3,38.9,0,29.7203633894339,87.8789036033386
100.4,19.8,0,28.1460476799141,44.1363099554004
100.9,48.2,0,20.7858124690857,113.234784936827
99.0,56.5,0,26.7067407221473,128.157226587369
103.5,15.4,0,29.6211073391931,33.8510103035582
90.4,50.1,0,31.2757094244079,108.840473352188
110.3,14.2,0,27.5632001044871,20.6047040439898
101.3,63.3,0,29.8760773864308,141.25033957778
100.6,24.3,0,24.9569629562573,51.0175030328457
80.1,38.6,0,39.9245538484778,87.9904461869788
100.6,19.0,0,28.5895085652062,42.7320454640942
106.5,65.1,0,28.5001754380565,151.726476066312
90.9,56.7,0,33.5514530236769,119.850788347329
90.6,45.7,0,29.9474539819331,100.972240237812
97.3,53.5,0,26.4109825640774,120.74052735179
93.1,57.8,0,32.2560071924595,123.493006292649
85.2,43.3,0,34.9561153448148,95.4170221138566
81.6,43.8,0,38.5875627631495,95.6514948814977
81.2,22.4,0,42.6051640062563,65.6005640758249
76.6,54.7,1,45.8219379773488,108.7117378751
93.9,42.8,0,26.2497619036821,96.1232546186614
92.4,25.8,0,31.0386855391784,62.774507994264
84.3,33.9,0,36.2173991335656,80.303606458861
89.6,30.2,0,31.9405698133268,72.1323175869359
115.3,14.8,0,25.6345470020439,10.5647348237562
98.0,28.2,0,24.9647751842471,61.7925091209847
81.0,46.3,0,39.5055692276418,99.1762033403761
96.1,38.7,0,23.9353295360645,86.8865612519429
100.6,56.7,0,25.5978514723404,130.722683826755
79.5,41.0,0,40.5123437979093,91.414423211402
96.4,57.3,0,29.2617497767991,126.243311230212
102.1,13.8,0,31.7308997666313,34.3411279062093
78.2,28.6,0,43.3266661537672,74.7448812969422
87.5,25.2,0,35.7112027240753,65.5162103850889
95.5,26.0,1,28.2179021190449,60.2551187030578
102.9,17.3,0,28.4200633356085,36.9908597029628
87.3,62.6,0,39.7498427669846,124.6495721729
86.5,45.5,0,33.9484903935359,99.323591778138
91.0,46.1,0,29.6346081465573,101.87870048333
86.8,38.4,0,33.2385318568676,87.2408923413798
93.6,38.0,0,26.4756491893967,85.6676860168114
105.3,62.7,0,27.0440381600086,147.07383093495
95.9,21.7,0,30.2605353554758,52.7892854779617
80.5,23.1,0,42.963472857766,66.8364313521082
86.8,51.9,0,35.2682576830781,109.719392344723
89.5,29.4,0,32.2894719684296,70.8355654902207
90.1,47.2,0,30.7546744414569,103.539210530207
89.6,35.8,0,30.6887601574257,82.1339316271032
93.2,34.2,0,27.4204303394385,77.788491623524
100.6,45.2,0,20.0848201386022,105.00492038286
87.4,53.1,0,35.1336021495092,111.892258954896
100.2,42.4,0,19.9449241663136,96.9112271190246
87.0,30.7,0,34.2854196415911,74.2611985625505
106.8,14.7,0,28.5364678963603,27.5528115767178
94.7,24.9,0,29.4635367870186,59.1696443433195
95.7,33.9,0,25.0539418056321,75.9082911287673
98.4,61.9,0,30.7598764626908,135.395137042507
89.5,49.1,0,31.8286034880577,106.613033375923
107.3,7.6,0,34.8001436778643,21.4039531437177
96.5,52.5,0,26.6176633084123,118.009176708014
72.5,53.8,0,49.4640273330023,106.199971418705
94.2,56.0,0,30.3585243383139,121.805328924997
98.2,21.2,1,28.7868025317158,49.2259981779585
80.1,41.4,0,39.9245538484778,92.0095538130212
87.2,37.1,0,32.9279516520539,84.9473530452684
84.0,32.3,0,36.8142635401009,77.9269829255542
85.1,36.6,0,35.0652249386768,84.4357351526506
95.8,49.0,0,25.8193725717725,110.400209394843
89.4,33.5,0,31.282742846496,78.0075795491721
99.5,2.9,1,42.387026317023,28.9233124418147
96.6,35.7,0,23.7918053119136,79.5874548244055
86.3,63.3,0,40.9704771756444,124.659774851252
98.1,38.3,0,21.9658826364888,85.5612836322953
87.1,35.0,0,33.2777703580033,81.358559173519
101.5,50.4,0,21.2228650280776,119.343047234204
99.0,52.0,1,24.1867732448956,119.744881296942
94.0,28.0,0,28.6356421265527,65.2248594311681
100.0,63.0,0,30.4795013082563,138.99091309843
92.0,58.0,0,33.2866339541865,122.735226272108
92.0,61.0,0,35.0,126.869897645844
90.0,36.0,0,30.2654919008431,82.4053566314086
100.0,52.0,0,23.3238075793812,120.963756532074
91.0,35.0,0,29.4278779391243,80.2175929681927
95.0,38.0,0,25.0798724079689,85.4260787400991
95.0,49.0,0,26.5706605111728,109.798876354525
94.0,59.0,1,32.2024843762092,126.158185439808
97.0,26.0,0,26.9258240356725,58.6713071321958
94.0,37.0,0,26.1725046566048,83.418055344822
95.0,29.0,0,27.3130005674953,66.2505055071332
96.0,19.0,0,31.8904374382039,48.8140748342904
93.0,27.0,0,29.9666481275434,64.2900462191887
96.0,34.0,0,24.738633753706,75.9637565320735
84.0,34.0,0,36.4965751817893,80.5376777919744
96.0,47.0,0,25.0,106.260204708312
100.0,60.0,1,28.2842712474619,135.0
100.0,34.0,0,20.8806130178211,73.3007557660064
96.0,54.0,0,27.7848879788996,120.256437163529
102.0,31.0,0,20.1246117974981,63.434948822922
88.0,34.0,0,32.5576411921994,79.3803447238449
95.0,49.0,0,26.5706605111728,109.798876354525
99.0,56.0,0,26.4007575648882,127.303948277983
93.0,31.0,0,28.4604989415154,71.565051177078
87.0,42.0,0,33.0605505096331,93.4682292589172
89.0,36.0,0,31.2569992161756,82.6476206401076
87.0,43.0,0,33.1360830515618,95.1944289077348
92.0,40.0,0,28.0,90.0
94.0,30.0,0,27.8567765543682,68.9624889745782
87.0,41.0,0,33.0151480384384,91.7357045889283
89.0,15.0,0,39.8246155034798,51.1155035662854
95.0,55.0,0,29.1547594742265,120.963756532074
93.0,23.0,0,31.9061122670876,57.8042660652867
101.0,36.0,1,19.4164878389476,78.111341960372
94.0,45.0,0,26.4764045897475,100.885527054659
88.0,43.0,0,32.1403173599764,95.3558250428551
95.0,30.0,0,26.9258240356725,68.1985905136482
94.0,19.0,0,33.4215499341368,51.0724564072077
95.0,55.0,0,29.1547594742265,120.963756532074
104.0,16.0,0,28.8444102037119,33.6900675259798
96.0,61.0,0,31.8904374382039,131.18592516571
93.0,36.0,0,27.2946881279124,81.5730309785193
81.0,44.0,0,39.2045915678253,95.856013585429
100.0,29.0,0,22.8254244210267,61.189206257027
94.0,53.0,0,29.0688837074973,116.565051177078
114.0,17.0,0,23.7697286480094,14.6208739886317
96.0,54.0,0,27.7848879788996,120.256437163529
87.0,49.0,0,34.2052627529741,105.255118703058
94.0,50.0,0,27.8567765543682,111.037511025422
93.0,42.0,0,27.0739727413618,94.2363947990589
92.0,55.0,0,31.7647603485372,118.178590109959
96.0,53.0,0,27.2946881279124,118.442928624363
95.0,51.0,0,27.3130005674953,113.749494492867
99.0,63.0,0,31.1448230047949,137.6025622025
100.0,54.0,0,24.4131112314674,124.992020198559
96.0,44.0,1,24.3310501211929,99.4623222080256
84.0,47.0,0,36.6742416417845,101.00354085175
82.0,42.0,0,38.0525951808809,93.0127875041833
88.0,38.0,0,32.0624390837628,86.4236656250026
98.0,21.0,0,29.0688837074973,49.1849161251184
91.0,41.0,0,29.0172362570938,91.974934010882
95.0,33.0,0,25.9615099714943,74.3577535427913
95.0,50.0,0,26.9258240356725,111.801409486352
102.0,33.0,0,19.313207915828,68.7494944928668
95.0,24.0,0,29.6816441593117,57.3807569288072
101.0,55.0,0,24.2074368738204,128.290163192243
90.0,27.0,0,32.6955654485436,66.5713071912546
79.0,39.0,0,41.0121933088198,88.6028189727039
115.0,18.0,0,22.561028345357,12.8042660652868
99.0,31.0,0,22.8473193175917,66.8014094863518
90.0,51.0,0,31.9530906173409,110.136303428248
104.0,16.0,0,28.8444102037119,33.6900675259798
102.0,38.0,0,18.1107702762748,83.65980825409
90.0,44.0,0,30.2654919008431,97.5946433685914
99.0,20.0,0,29.0,46.3971810272964
100.0,50.0,0,22.3606797749979,116.565051177078
98.0,23.0,0,27.8028775489157,52.3057595333108
96.0,57.0,0,29.4108823397055,125.311213439633
96.0,43.0,1,24.1867732448956,97.1250163489018
99.1,27.0,0,24.6132078364442,58.1179925261059
103.3,13.7,0,31.1541329521462,32.4147710589499
96.3,33.5,0,24.5751907418844,74.6630886622641
84.6,49.2,0,36.5759483814159,104.568151869154
86.7,41.3,1,33.3253657144224,92.2356368961463
87.3,40.5,0,32.7038224065628,90.8760139891177
92.9,31.8,0,28.3134243778459,73.1650758922257
96.1,29.3,1,26.1858740545356,65.8819974652456
92.6,52.6,0,30.1582492860577,114.69552629004
88.0,49.4,0,33.3520614055563,106.370150900084
98.9,25.7,0,25.4892134048895,55.873520395255
86.9,40.9,0,33.1122333888851,91.5575075323665
96.0,23.4,0,29.1815009894968,55.3296820890194
93.9,27.7,0,28.853076092507,64.7671686767917
95.6,30.2,0,26.2944861140126,68.1176643252128
86.8,38.4,0,33.2385318568676,87.2408923413798
94.5,37.4,0,25.632206303789,84.1781962500001
97.0,43.3,0,23.2355331335435,98.1649750093222
94.0,42.7,0,26.1398163727292,95.9286955462151
96.7,29.3,0,25.6394227704135,65.3341130325005
101.1,59.8,0,27.372431386342,136.33221985387
112.6,6.7,0,34.1123144919837,12.5288077091515
92.4,35.8,0,27.9177362979164,81.3474582088853
94.8,41.9,0,25.2715254782928,94.3117619019824
103.5,16.7,0,28.5506567350035,35.3043900766176
91.4,33.9,0,29.2432898286085,77.9599797389252
98.1,35.7,0,22.3181540455298,78.8914578372476
101.2,43.2,0,19.0703959056963,99.6598930784423
95.1,46.7,0,25.7856549267223,105.060235850819
90.9,45.4,0,29.5967903665245,100.512627169921
92.8,47.1,0,28.1113855937412,104.629448633811
87.8,49.9,0,33.687534786624,107.09022443422
94.0,54.7,0,29.8678757195754,119.483149905439
94.8,26.6,0,28.5411982929939,61.9983651873636
106.9,63.2,0,26.6430103404251,150.548530279057
93.4,27.5,0,29.3906447700625,64.8300040839034
91.0,34.0,0,29.6141857899217,78.3106308245608
87.2,46.1,0,33.3624039901204,100.535257208657
88.9,44.9,0,31.4836465486449,98.9537046276342
96.0,33.3,0,24.9176644170356,74.40203841534
97.2,37.9,0,22.8965062837106,84.7376046004049
98.0,53.2,0,25.6561883373193,120.963756532074
97.5,34.1,0,23.2606964642076,75.3065866295088
100.9,17.2,0,29.7430664189152,39.9535581403143
89.1,28.8,0,32.8671568590896,70.0764679609336
82.3,43.9,0,37.9011873164945,95.9061411137705
95.7,54.3,0,28.1953896940617,120.475848062581
89.7,26.5,0,33.1713732003968,65.9848978358822
89.4,49.8,0,32.1309819333303,107.758258482643
87.5,45.1,0,32.8977202857584,98.918300670829
88.0,39.1,0,32.0126537481665,88.3889808920584
97.7,47.0,0,23.3728474944753,107.427143253425
92.0,23.2,0,32.6533306111337,59.0362434679265
96.8,34.4,0,23.8662942242821,76.4295656148385
92.9,45.3,0,27.6134025429681,101.065775800577
99.1,38.1,0,20.9861859326558,84.8055710922652
95.1,26.7,0,28.2294172805604,61.8916957446745
96.1,23.1,0,29.2714878337265,54.735373895505
84.1,42.3,0,35.9736014321613,93.6657502926303
93.3,57.1,0,31.7064662174768,122.637507584286
94.5,24.4,0,29.8933102884241,58.5431766424447
87.1,38.5,0,32.9341767773236,87.3895382002095
84.8,41.1,0,35.2171833058807,91.7899106082463
86.1,55.1,0,37.1109148364737,114.009516963618
89.3,32.5,0,31.602847972928,76.271558986612
97.7,29.6,0,24.6058936029562,64.9971737397644
90.2,48.5,0,30.9885462711628,105.919998837199
87.6,24.2,0,36.0471912914169,64.003622749411
93.1,37.4,0,27.0253584620075,84.4792669980698
79.0,44.9,0,41.2917667338175,96.8152194186442
92.3,35.5,1,28.0631430883998,80.7726328057107
90.2,46.0,0,30.3980262517157,101.383862471072
92.7,15.2,0,36.8826517484847,47.7472104201225
90.8,22.6,0,33.9911753253694,59.2096913119945
79.7,38.3,0,40.3358401424837,87.5844885351872
99.5,71.4,0,37.499466662874,146.860836453239
89.8,28.8,0,32.2099363551063,69.6521507373156
85.8,35.5,0,34.4947822141262,82.5041423602702
95.6,50.4,0,26.5239514401607,113.085133672808
92.4,43.0,0,27.7625647230223,96.2034479016918
91.8,48.2,0,29.3680098065906,106.213381689986
80.4,66.2,0,47.4826284023958,123.489265382527
101.5,31.3,0,20.4435808996369,64.8137932454957
92.5,37.5,0,27.6134025429682,84.8055710922652
88.9,49.6,0,32.5479646061009,107.154498351407
94.5,39.3,0,25.5096060338062,88.4275695723265
82.3,36.7,0,37.8441541060175,84.9974701147086
90.9,43.1,0,29.264654448669,96.080740932817
97.3,47.3,0,23.8449156006055,107.827058853083
100.1,26.9,0,23.8247770188936,56.6434314987617
87.6,34.9,0,32.7989329094713,81.0546181664611
97.0,29.2,0,25.4094470620673,64.8468828615256
116.0,75.6,0,35.8240142920918,173.589159979768
98.0,32.0,0,23.4093998214393,70.0168934781
93.0,36.8,0,27.188968351153,83.2409188730295
99.3,45.4,0,21.3927557832085,104.620873988632
96.5,52.6,0,26.6647707659376,118.198883773637
104.6,17.5,0,27.2655460242409,34.3894726159953
89.6,44.9,0,30.7923691845886,99.1564213264841
84.6,33.3,0,36.0284609718484,79.2826538048489
110.2,66.3,0,28.0665281073381,159.563420369411
98.4,53.3,0,25.3663162481272,121.622299709637
89.6,59.5,0,36.1166166743232,122.678035361626
99.2,23.6,0,26.4877330098293,51.7455796474828
93.3,22.9,0,31.7064662174768,57.3624924157143
95.0,30.2,0,26.8521879927875,68.5948205698815
98.5,27.0,0,25.1246890528022,58.8406954916556
89.5,55.3,0,34.1224266428987,116.640143898844
84.5,33.1,0,36.1643470838338,79.0007791195545
95.8,25.2,0,28.3668820986727,58.5512847269464
100.1,54.3,0,24.5051015096857,125.700758317937
99.5,43.0,0,20.7183493551007,98.3256503304268
90.3,27.1,0,32.3805497173844,66.5226001079071
90.0,27.4,0,32.538592471095,67.2175942695183
90.3,40.9,1,29.7136332345945,91.7357045889283
100.9,21.3,0,26.7301328092473,45.6062819155174
84.9,57.2,0,39.0877218573812,116.106170306184
86.8,50.2,0,34.7315418603897,107.078471654874
98.3,24.5,0,26.6672083278321,54.4623222080256
91.3,27.7,0,31.224669734042,66.8014094863518
99.8,62.1,0,29.9407748730723,137.57184060785
96.5,50.0,0,25.5391855782443,113.051300916473
104.8,16.0,0,28.4084494473035,32.347443499442
90.7,53.1,0,32.0951709763322,114.089369645563
100.2,25.0,0,24.8402898533813,52.8533133019782
100.5,20.0,0,27.9329554469268,44.2747757009408
89.7,47.4,0,31.190543438677,103.724372164985
80.3,26.9,0,41.8055020302352,71.7384115542851
100.1,44.7,0,20.4474937339519,103.288654134762
95.6,64.3,0,34.4361728419405,134.882349694074
87.4,41.8,0,32.649655434629,93.1603616260457
98.1,48.6,0,23.5280683440014,111.439641416236
94.7,47.0,0,26.2505238042977,105.465693623529
85.3,54.4,0,37.5692693567495,112.537745746164
109.4,16.5,0,25.7800310317889,24.2784136629995
99.7,31.4,0,22.0465416789119,67.0402827042438
100.3,35.0,1,20.3246156175215,75.7586412525522
78.2,38.5,0,41.8269052166186,87.9448132401072
85.9,40.7,0,34.1071839939916,91.1759945300179
83.8,35.9,0,36.4314424638937,83.5382350941373
89.8,57.5,0,34.9040112308027,120.091013636133
98.3,47.6,0,22.9923900454042,109.301806436493
92.8,32.9,0,28.1113855937412,75.3705513661895
99.5,26.7,0,24.4364481870832,57.0252796096353
108.9,13.7,0,28.5464533699022,22.8823336730125
88.9,47.9,0,32.0876923445735,104.252779774539
105.1,16.1,0,28.1641616243055,31.9406909741747
84.6,30.9,0,36.5509233809489,75.5835645043615
89.9,28.0,0,32.4038577950219,68.264259000095
91.7,45.7,0,28.8683217385424,101.387779952629
94.8,30.1,0,27.0748961216844,68.5522636728946
95.6,32.8,0,25.4401257858526,73.5596204783198
100.8,48.1,0,20.8386659841747,112.873665190627
93.6,28.7,0,28.7167198683972,66.8276078290679
90.1,47.0,0,30.7084678875388,103.176418752844
99.5,49.3,0,22.510886255321,114.401825538367
97.7,41.8,0,22.3725277963846,94.6147665778885
98.1,35.1,0,22.4414794521217,77.3881148534009
91.0,36.0,0,29.2745623366089,82.1466866980218
101.4,21.9,0,25.9532271596424,45.7805481602835
87.4,38.9,0,32.6185530028541,88.0674400391414
84.1,32.4,0,36.6956400679972,78.0470098840935
92.8,44.6,0,27.5862284482674,99.5989030685418
90.4,32.6,0,30.5109816295707,75.9637565320735
91.9,51.6,0,30.4001644732393,112.431392668911
99.8,23.9,0,25.831182706179,51.4441138438828
99.1,54.4,0,25.3805043291106,124.566655860895
81.8,38.2,0,38.2423848628717,87.3021943666836
116.1,15.7,0,24.6109731623924,9.1178627537958
102.9,12.4,0,32.4679842306232,31.7809150929834
92.7,35.2,0,27.7187662063087,80.0279423126689
90.7,55.8,0,33.2885866326583,118.335727753228
87.0,36.0,0,33.2415402771893,83.0887728809753
100.6,21.7,0,26.6692707061892,46.6712859754373
91.3,30.4,0,30.2630137296337,71.5051810008401
89.7,38.3,0,30.347652297995,86.7887519818885
96.6,41.1,0,23.4258404331627,92.6914100157784
90.1,22.7,0,34.5441746174373,59.9465268242834
100.7,26.6,1,23.4957442955102,55.2277324110039
100.6,57.9,0,26.3964012698701,132.697121054013
93.4,52.6,0,29.4333144582801,115.346175941947
97.8,34.5,0,22.8711608800253,76.0852744400363
108.0,12.9,0,29.6379823874703,23.8839747660827
87.7,40.9,0,32.3125362669042,91.5960638579757
91.9,29.9,0,29.8600066979229,70.2300098439418
97.3,36.4,0,22.9836898691224,80.9884936492619
97.6,38.5,0,22.4501670372405,86.1689486389433
97.8,55.7,0,27.1906233838064,125.268225492582
91.8,23.9,0,32.4722958843381,60.2770040264827
91.1,42.0,0,28.9691214916849,93.958794061465
95.0,31.6,0,26.3734715196919,71.4276514895927
94.1,24.8,0,30.0308175046901,59.5924956950072
98.8,24.2,0,26.4401210284673,53.303462731363
94.3,22.4,0,31.148836254345,55.5956854911166
95.3,46.8,0,25.6189383074319,105.392424313747
87.4,28.3,0,34.6359639681069,70.2571555754142
86.4,41.9,0,33.6536773622141,93.2364931435999
115.7,8.8,0,31.4949202253316,7.84709900921374
96.9,25.2,0,27.4344673722673,57.35261212964
114.2,16.1,0,24.5936983798696,13.6407167562914
98.9,19.2,0,29.6285335445411,45.4102253016835
99.5,63.9,0,31.4874578205355,139.378968607752
87.9,35.2,0,32.4568944910014,81.4954207591212
98.6,28.4,0,24.3417337098244,61.5398240012289
97.3,36.9,0,22.9106961919537,82.2235708050905
84.8,37.4,0,35.2958921122558,85.7755967829162
87.1,45.4,0,33.3402159561092,99.3210607104402
87.8,35.4,0,32.5269119345812,81.869897645844
99.5,47.9,0,21.9695243462393,111.074959241993
77.9,44.8,0,42.3727506777646,96.5044481566569
89.5,33.5,0,31.1849322590254,77.9694039034621
96.7,53.5,0,26.9284236449147,120.087965696466
85.9,48.1,0,35.0488230900839,103.362206569942
91.6,44.1,0,28.6944245455454,98.2148175898793
91.1,52.0,0,31.2923313289375,112.549442442312
97.1,59.5,0,30.0775663909167,130.415337124268
82.2,46.6,1,38.3718646927667,99.9041832129738
95.7,24.4,0,28.8764610019995,57.3005388789981
78.1,76.7,0,55.7000897665345,131.214955282891
96.6,48.5,0,24.8959836118198,109.963444278501
92.4,35.2,0,28.014282071829,80.1341930569156
88.1,38.1,0,31.9565329784068,86.5914255775148
107.0,62.5,0,25.9855729203726,149.981632572391
84.6,12.6,0,44.7651650281779,52.2597240462598
102.7,16.8,0,28.9401105733893,36.7115130333481
89.1,26.9,0,33.5621810971814,67.0255702343234
90.9,37.7,0,29.1907519601671,85.4808622852935
94.8,41.9,0,25.2715254782928,94.3117619019824
96.5,38.4,1,23.5544051081746,86.105021831293
91.6,29.3,0,30.3488055778148,69.3555695369688
94.5,36.5,1,25.7390753524675,82.1847064532331
91.4,44.8,0,29.0,99.5272833814523
86.4,41.8,0,33.6481797427439,93.0664855011258
95.4,46.2,0,25.3692727526825,104.145795494103
92.2,31.2,0,29.1595610392201,72.434985312707
87.2,23.5,0,36.7163451340135,63.2953735094613
110.7,11.6,0,29.8839421763595,18.1317993792079
99.3,24.8,0,25.6813161656485,53.7101799900113
98.5,54.7,0,26.044961124947,124.361233390493
107.7,15.2,0,27.6826660565777,26.379928139485
91.0,51.0,1,31.0161248385416,110.772254682046
88.3,52.9,0,34.2242604010664,112.143376980052
90.0,51.5,0,32.1286476528347,110.973493421321
99.9,24.1,0,25.6284997610082,51.6544250460066
105.4,63.7,0,27.8361276042484,148.36552869031
109.9,17.2,0,24.93692041933,23.8925023080266
54.3,71.2,0,72.7319049661151,115.402381318771
92.4,44.1,0,27.902867236182,98.449538261193
92.5,52.1,0,30.0443006242449,113.749494492867
91.6,32.7,0,29.3231990069297,75.5846336649155
98.6,56.3,0,26.9007434841493,127.295880722487
91.5,50.0,0,30.2034766210779,109.334808537826
89.4,44.7,0,30.9588436476558,98.7320915900697
100.9,53.5,0,23.3893137992546,125.252909860893
99.3,39.9,0,20.7002415444845,89.7232109478233
99.2,42.1,0,20.9057408383439,95.7651345579724
96.2,57.0,1,29.2479059079449,125.537677791974
99.2,17.9,0,30.3488055778148,43.2642954110716
89.8,51.9,0,32.4599753542728,111.506410939992
100.0,36.4,0,20.3214172734089,79.7960262782683
90.9,35.1,0,29.5096594355136,80.4419189181601
95.2,49.6,0,26.5932322217515,111.161259816828
96.3,51.3,0,26.2560469225662,115.491491013192
84.8,41.9,0,35.2512411129027,93.0896716112519
91.9,20.3,0,34.3176339510754,54.9669467842169
84.7,49.9,0,36.6619693960922,105.666325371325
81.8,38.9,0,38.215834414546,88.3505773313256
97.1,60.9,0,31.0035481840386,132.385570403405
99.0,55.1,0,25.865227623201,125.717933582253
99.9,49.0,1,22.0229425826795,114.120983119443
94.2,45.1,0,26.2992395327317,101.181754210197
84.4,45.3,0,35.992360300486,98.4677945903645
85.3,35.3,0,35.0168530853359,82.2864185922789
102.1,14.4,0,31.2373174264373,34.961967340306
90.8,27.9,1,31.607752213658,67.4916866842169
99.8,35.8,0,20.6320139588941,78.254366574712
108.8,63.9,0,26.3941281348712,154.891307457262
112.4,17.1,0,24.1281992697342,18.3598561011564
94.1,45.6,0,26.4984905230468,102.200468727381
94.0,42.7,0,26.1398163727292,95.9286955462151
86.8,31.7,0,34.2217766926266,75.9637565320735
83.7,48.3,0,37.236809745197,102.879287278769
96.4,24.4,0,28.2899275361391,56.5346206536447
93.9,61.4,0,33.7515925550188,129.349127269801
116.2,12.4,0,27.8603661138902,7.83926333180542
97.6,26.9,0,25.9493737882054,59.6799891821019
98.4,48.9,0,23.3617208270281,112.393475163363
97.8,30.1,0,24.3074062787456,65.9657118405574
99.0,24.4,0,26.16027522791,53.3929251873925
86.2,32.2,0,34.6883265667285,77.0053832080835
96.7,40.5,0,23.3053641893878,91.2293344864778
88.1,40.3,0,31.9014106271181,90.5388158978834
85.7,34.0,0,34.8208271010325,80.0778065286678
105.4,13.6,0,30.1681951730626,28.9439234006016
96.7,17.2,0,32.5995398740534,45.6214049132359
97.1,59.2,0,29.8839421763595,129.977408818946
101.9,17.4,0,28.9546196659531,38.6907121235382
86.5,50.2,0,35.0184237223779,106.934318596781
96.1,42.7,0,24.0520269416114,96.4454180362597
104.6,73.3,0,36.6885540734437,155.181230443208
83.6,37.1,0,36.5153392425704,85.4448478307729
95.3,29.7,0,26.7615395670727,67.3636660154735
91.9,52.1,0,30.5944439400359,113.296952270259
90.1,34.1,0,30.4765483609939,78.8375466842193
97.5,46.4,0,23.392520172055,105.878107876058
95.4,32.0,0,25.8681271065379,71.9853060817948
98.6,31.7,0,22.9532132826757,68.8011938061654
88.0,40.1,0,32.0001562496185,90.1790487281408
93.7,52.7,0,29.2058213375347,115.775419679554
100.8,33.2,0,20.3686032903584,70.4975514933378
85.7,39.8,0,34.3005830854229,89.665917608252
91.5,40.4,0,28.5028068793233,90.804098496089
95.2,28.2,0,27.4641584615295,64.5545935034512
90.2,50.9,0,31.7308997666313,110.091095208406
104.0,8.7,0,35.1523825650552,27.0753054437036
87.6,39.2,0,32.4098750383274,88.5855767885974
88.9,41.2,0,31.1231425148554,92.2096734617438
91.9,43.2,0,28.2816194727247,96.4967983284172
95.4,55.8,0,29.2369629065674,122.711676836725
96.1,28.9,0,26.3518500299315,65.0881880721477
87.3,25.6,0,35.730239293909,66.2328922954184
94.9,34.8,0,25.6329865602898,78.2955351116936
98.6,49.5,0,23.4138847695123,113.937642584326
99.2,53.8,0,24.9615704634144,123.562743781092
100.3,19.2,0,28.6483856438718,43.4442008260723
98.4,58.3,0,28.3098922640126,130.272012181158
83.9,40.6,0,36.1049858052873,90.9521967519117
87.9,49.2,0,33.3923643966701,105.992533512265
99.5,26.1,0,24.7681246766888,55.8608146216373
99.6,19.7,0,28.7793328623163,45.1407755877591
95.9,25.1,0,28.3340784215757,58.273269714143
96.4,38.6,0,23.6414889548015,86.6050764578817
94.0,27.7,0,28.7626493911809,64.6822492812114
97.6,37.6,0,22.528204544526,83.8844964337146
95.7,56.6,0,29.4287274614449,124.338060023394
90.0,30.2,0,31.560101394007,71.9095106313078
96.2,34.3,1,24.4730463980274,76.531585111689
94.5,49.3,0,27.1429548870421,110.037210169193
100.1,36.1,0,20.2785601066742,78.9117135364392
88.3,44.8,0,32.0613474451714,98.6102939388276
94.0,29.8,0,27.9291961932312,68.5795408807901
86.5,31.5,0,34.5615393175709,75.7627195342389
100.3,19.0,0,28.7939229699602,43.1705356651526
